name,geoid,county,state,cases,c_avg,c_avg_100
"Mineral, West Virginia",54057,Mineral,West Virginia,0,0.88,3.26
"Marshall, Alabama",01095,Marshall,Alabama,0,3.14,3.25
"Decatur, Georgia",13087,Decatur,Georgia,0,0.86,3.25
"Harris, Georgia",13145,Harris,Georgia,0,1.14,3.24
"Hood, Texas",48221,Hood,Texas,7,2.0,3.24
"Goshen, Wyoming",56015,Goshen,Wyoming,0,0.43,3.24
"Hot Springs, Wyoming",56017,Hot Springs,Wyoming,0,0.14,3.24
"Marshall, Mississippi",28093,Marshall,Mississippi,0,1.14,3.24
"Reno, Kansas",20155,Reno,Kansas,0,2.0,3.23
"Barber, Kansas",20007,Barber,Kansas,0,0.14,3.23
"Okeechobee, Florida",12093,Okeechobee,Florida,0,1.36,3.22
"Simpson, Mississippi",28127,Simpson,Mississippi,0,0.86,3.22
"Garza, Texas",48169,Garza,Texas,0,0.2,3.21
"Cameron, Pennsylvania",42023,Cameron,Pennsylvania,0,0.14,3.21
"Johnson, Tennessee",47091,Johnson,Tennessee,0,0.57,3.21
"Rosebud, Montana",30087,Rosebud,Montana,0,0.29,3.2
"Bibb, Alabama",01007,Bibb,Alabama,0,0.71,3.19
"Custer, South Dakota",46033,Custer,South Dakota,0,0.29,3.18
"Claiborne, Mississippi",28021,Claiborne,Mississippi,0,0.29,3.18
"Montgomery, Arkansas",05097,Montgomery,Arkansas,0,0.29,3.18
"Antelope, Nebraska",31003,Antelope,Nebraska,0,0.2,3.18
"Caldwell, Missouri",29025,Caldwell,Missouri,0,0.29,3.17
"Forest, Wisconsin",55041,Forest,Wisconsin,0,0.29,3.17
"Logan, Kentucky",21141,Logan,Kentucky,0,0.86,3.16
"Tift, Georgia",13277,Tift,Georgia,0,1.29,3.16
"Columbia, Washington",53013,Columbia,Washington,0,0.13,3.14
"Franklin, Indiana",18047,Franklin,Indiana,0,0.71,3.14
"Montgomery, Kansas",20125,Montgomery,Kansas,0,1.0,3.14
"Cooke, Texas",48097,Cooke,Texas,0,1.29,3.12
"Jasper, Illinois",17079,Jasper,Illinois,0,0.3,3.12
"Yell, Arkansas",05149,Yell,Arkansas,0,0.67,3.12
"Cleburne, Arkansas",05023,Cleburne,Arkansas,1,0.78,3.12
"Keith, Nebraska",31101,Keith,Nebraska,0,0.25,3.11
"Pulaski, Indiana",18131,Pulaski,Indiana,0,0.38,3.11
"Brewster, Texas",48043,Brewster,Texas,0,0.29,3.1
"Perry, Pennsylvania",42099,Perry,Pennsylvania,0,1.43,3.09
"Hettinger, North Dakota",38041,Hettinger,North Dakota,0,0.08,3.08
"Wilson, Texas",48493,Wilson,Texas,2,1.57,3.08
"Sullivan, Indiana",18153,Sullivan,Indiana,0,0.64,3.08
"Pickens, Georgia",13227,Pickens,Georgia,0,1.0,3.07
"Williamsburg, South Carolina",45089,Williamsburg,South Carolina,0,0.93,3.06
"Grainger, Tennessee",47057,Grainger,Tennessee,0,0.71,3.06
"Franklin, Georgia",13119,Franklin,Georgia,0,0.71,3.06
"Henderson, Tennessee",47077,Henderson,Tennessee,0,0.86,3.05
"Garfield, Oklahoma",40047,Garfield,Oklahoma,0,1.86,3.04
"Colleton, South Carolina",45029,Colleton,South Carolina,0,1.14,3.03
"Roosevelt, Montana",30085,Roosevelt,Montana,0,0.33,3.03
"Madison, Arkansas",05087,Madison,Arkansas,1,0.5,3.02
"Hawkins, Tennessee",47073,Hawkins,Tennessee,0,1.71,3.02
"Dubois, Indiana",18037,Dubois,Indiana,0,1.29,3.01
"Nuckolls, Nebraska",31129,Nuckolls,Nebraska,0,0.13,3.01
"Pike, Georgia",13231,Pike,Georgia,0,0.57,3.01
"Chattahoochee, Georgia",13053,Chattahoochee,Georgia,0,1.71,3.01
"Covington, Alabama",01039,Covington,Alabama,0,1.11,3.0
"McPherson, South Dakota",46089,McPherson,South Dakota,0,0.07,3.0
"Rains, Texas",48379,Rains,Texas,0,0.38,3.0
"Creek, Oklahoma",40037,Creek,Oklahoma,0,2.14,3.0
"DeKalb, Missouri",29063,DeKalb,Missouri,0,0.38,2.99
"Warren, Mississippi",28149,Warren,Mississippi,0,1.36,2.99
"Larue, Kentucky",21123,Larue,Kentucky,0,0.43,2.98
"Hidalgo, New Mexico",35023,Hidalgo,New Mexico,0,0.13,2.98
"Elko, Nevada",32007,Elko,Nevada,0,1.57,2.98
"Union, Kentucky",21225,Union,Kentucky,0,0.43,2.98
"Carter, Oklahoma",40019,Carter,Oklahoma,0,1.43,2.97
"Scott, Kansas",20171,Scott,Kansas,0,0.14,2.96
"Crawford, Arkansas",05033,Crawford,Arkansas,3,1.88,2.96
"Shelby, Ohio",39149,Shelby,Ohio,0,1.43,2.94
"Marshall, Kansas",20117,Marshall,Kansas,0,0.29,2.94
"Linn, Kansas",20107,Linn,Kansas,0,0.29,2.94
"Desha, Arkansas",05041,Desha,Arkansas,0,0.33,2.93
"Kemper, Mississippi",28069,Kemper,Mississippi,0,0.29,2.93
"Jackson, Mississippi",28059,Jackson,Mississippi,0,4.21,2.93
"Dewey, Oklahoma",40043,Dewey,Oklahoma,0,0.14,2.92
"Long, Georgia",13183,Long,Georgia,0,0.57,2.92
"Canyon, Idaho",16027,Canyon,Idaho,0,6.71,2.92
"Lamb, Texas",48279,Lamb,Texas,0,0.38,2.91
"Liberty, Texas",48291,Liberty,Texas,1,2.57,2.91
"Holmes, Florida",12059,Holmes,Florida,0,0.57,2.91
"Marion, Texas",48315,Marion,Texas,0,0.29,2.9
"Rooks, Kansas",20163,Rooks,Kansas,0,0.14,2.9
"Davison, South Dakota",46035,Davison,South Dakota,0,0.57,2.89
"Union, South Carolina",45087,Union,South Carolina,0,0.79,2.88
"Montague, Texas",48337,Montague,Texas,0,0.57,2.88
"Chaves, New Mexico",35005,Chaves,New Mexico,0,1.86,2.87
"Churchill, Nevada",32001,Churchill,Nevada,0,0.71,2.87
"White, Arkansas",05145,White,Arkansas,2,2.25,2.86
"McIntosh, North Dakota",38051,McIntosh,North Dakota,0,0.07,2.86
"Henry, Iowa",19087,Henry,Iowa,0,0.57,2.86
"Camp, Texas",48063,Camp,Texas,1,0.38,2.86
"Thayer, Nebraska",31169,Thayer,Nebraska,0,0.14,2.86
"Gunnison, Colorado",08051,Gunnison,Colorado,0,0.5,2.86
"Delta, Colorado",08029,Delta,Colorado,0,0.89,2.85
"Navarro, Texas",48349,Navarro,Texas,0,1.43,2.85
"Dallas, Arkansas",05039,Dallas,Arkansas,1,0.2,2.85
"Madison, Nebraska",31119,Madison,Nebraska,0,1.0,2.85
"Richland, Louisiana",22083,Richland,Louisiana,0,0.57,2.84
"Garfield, Utah",49017,Garfield,Utah,0,0.14,2.83
"Stillwater, Montana",30095,Stillwater,Montana,0,0.27,2.83
"Pickett, Tennessee",47137,Pickett,Tennessee,0,0.14,2.83
"Howard, Nebraska",31093,Howard,Nebraska,0,0.18,2.82
"Zavala, Texas",48507,Zavala,Texas,0,0.33,2.82
"Watonwan, Minnesota",27165,Watonwan,Minnesota,0,0.31,2.82
"Owyhee, Idaho",16073,Owyhee,Idaho,0,0.33,2.82
"Oglethorpe, Georgia",13221,Oglethorpe,Georgia,0,0.43,2.81
"Jefferson, Indiana",18077,Jefferson,Indiana,0,0.91,2.81
"Mississippi, Arkansas",05093,Mississippi,Arkansas,0,1.14,2.81
"Washington, Idaho",16087,Washington,Idaho,0,0.29,2.8
"Franklin, Nebraska",31061,Franklin,Nebraska,0,0.08,2.8
"Washington, Florida",12133,Washington,Florida,0,0.71,2.8
"Scott, Mississippi",28123,Scott,Mississippi,0,0.79,2.79
"Ziebach, South Dakota",46137,Ziebach,South Dakota,0,0.08,2.79
"Barry, Missouri",29009,Barry,Missouri,0,1.0,2.79
"Baca, Colorado",08009,Baca,Colorado,0,0.1,2.79
"Nemaha, Kansas",20131,Nemaha,Kansas,0,0.29,2.79
"Lander, Nevada",32015,Lander,Nevada,0,0.15,2.78
"Van Zandt, Texas",48467,Van Zandt,Texas,3,1.57,2.78
"Runnels, Texas",48399,Runnels,Texas,0,0.29,2.78
"Taylor, Kentucky",21217,Taylor,Kentucky,0,0.71,2.77
"Barton, Kansas",20009,Barton,Kansas,0,0.71,2.77
"Muscogee, Georgia",13215,Muscogee,Georgia,0,5.43,2.77
"Monroe, Alabama",01099,Monroe,Alabama,0,0.57,2.76
"Rapides, Louisiana",22079,Rapides,Louisiana,0,3.57,2.75
"Harlan, Kentucky",21095,Harlan,Kentucky,0,0.71,2.75
"Midland, Texas",48329,Midland,Texas,0,4.86,2.75
"Bell, Kentucky",21013,Bell,Kentucky,0,0.71,2.74
"Ransom, North Dakota",38073,Ransom,North Dakota,0,0.14,2.74
"Lincoln, Arkansas",05079,Lincoln,Arkansas,0,0.36,2.74
"Hutchinson, Texas",48233,Hutchinson,Texas,0,0.57,2.73
"Eastland, Texas",48133,Eastland,Texas,0,0.5,2.72
"Clay, Indiana",18021,Clay,Indiana,0,0.71,2.72
"Walker, Alabama",01127,Walker,Alabama,0,1.71,2.7
"Meriwether, Georgia",13199,Meriwether,Georgia,0,0.57,2.7
"Union, South Dakota",46127,Union,South Dakota,0,0.43,2.69
"Columbia, Florida",12023,Columbia,Florida,0,1.93,2.69
"Darlington, South Carolina",45031,Darlington,South Carolina,0,1.79,2.68
"Perkins, South Dakota",46105,Perkins,South Dakota,0,0.08,2.68
"Delta, Texas",48119,Delta,Texas,0,0.14,2.68
"Colfax, Nebraska",31037,Colfax,Nebraska,0,0.29,2.67
"Daviess, Kentucky",21059,Daviess,Kentucky,0,2.71,2.67
"Morgan, Tennessee",47129,Morgan,Tennessee,0,0.57,2.67
"Etowah, Alabama",01055,Etowah,Alabama,0,2.71,2.65
"Decatur, Indiana",18031,Decatur,Indiana,0,0.7,2.64
"Gooding, Idaho",16047,Gooding,Idaho,0,0.4,2.64
"Walworth, South Dakota",46129,Walworth,South Dakota,0,0.14,2.63
"Tripp, South Dakota",46123,Tripp,South Dakota,0,0.14,2.63
"Gregg, Texas",48183,Gregg,Texas,1,3.25,2.62
"Bladen, North Carolina",37017,Bladen,North Carolina,0,0.86,2.62
"Wyandot, Ohio",39175,Wyandot,Ohio,0,0.57,2.62
"Cross, Arkansas",05037,Cross,Arkansas,0,0.43,2.61
"Lincoln, Washington",53043,Lincoln,Washington,0,0.29,2.61
"Mitchell, Georgia",13205,Mitchell,Georgia,0,0.57,2.61
"Bingham, Idaho",16011,Bingham,Idaho,0,1.22,2.61
"Coal, Oklahoma",40029,Coal,Oklahoma,0,0.14,2.6
"Stevens, Kansas",20189,Stevens,Kansas,0,0.14,2.6
"Power, Idaho",16077,Power,Idaho,0,0.2,2.6
"Shoshone, Idaho",16079,Shoshone,Idaho,0,0.33,2.59
"Adams, Idaho",16003,Adams,Idaho,0,0.11,2.59
"Colbert, Alabama",01033,Colbert,Alabama,0,1.43,2.59
"Chambers, Alabama",01017,Chambers,Alabama,0,0.86,2.58
"Smith, Texas",48423,Smith,Texas,16,6.0,2.58
"Union, Louisiana",22111,Union,Louisiana,0,0.57,2.58
"Seward, Nebraska",31159,Seward,Nebraska,0,0.44,2.57
"Brown, South Dakota",46013,Brown,South Dakota,0,1.0,2.57
"Chilton, Alabama",01021,Chilton,Alabama,0,1.14,2.57
"Pike, Illinois",17149,Pike,Illinois,0,0.4,2.57
"Tensas, Louisiana",22107,Tensas,Louisiana,0,0.11,2.56
"Logan, Colorado",08075,Logan,Colorado,0,0.57,2.55
"Polk, Tennessee",47139,Polk,Tennessee,0,0.43,2.55
"Aleutians West Census Area, Alaska",02016,Aleutians West Census Area,Alaska,0,0.14,2.54
"Cherokee, Iowa",19035,Cherokee,Iowa,0,0.29,2.54
"Clay, North Carolina",37043,Clay,North Carolina,0,0.29,2.54
"Asotin, Washington",53003,Asotin,Washington,0,0.57,2.53
"Parke, Indiana",18121,Parke,Indiana,0,0.43,2.53
"St. Mary, Louisiana",22101,St. Mary,Louisiana,0,1.25,2.53
"Lincoln, Minnesota",27081,Lincoln,Minnesota,0,0.14,2.53
"Cotton, Oklahoma",40033,Cotton,Oklahoma,0,0.14,2.52
"Haskell, Texas",48207,Haskell,Texas,0,0.14,2.52
"Deer Lodge, Montana",30023,Deer Lodge,Montana,0,0.23,2.52
"Muskogee, Oklahoma",40101,Muskogee,Oklahoma,0,1.71,2.52
"Jones, Mississippi",28067,Jones,Mississippi,0,1.71,2.52
"Bulloch, Georgia",13031,Bulloch,Georgia,0,2.0,2.51
"Cherry, Nebraska",31031,Cherry,Nebraska,0,0.14,2.51
"Ottawa, Kansas",20143,Ottawa,Kansas,0,0.14,2.5
"Meade, Kentucky",21163,Meade,Kentucky,0,0.71,2.5
"Starke, Indiana",18149,Starke,Indiana,0,0.57,2.49
"McCreary, Kentucky",21147,McCreary,Kentucky,0,0.43,2.49
"DeWitt, Texas",48123,DeWitt,Texas,0,0.5,2.48
"Blount, Alabama",01009,Blount,Alabama,0,1.43,2.47
"Grant, West Virginia",54023,Grant,West Virginia,0,0.29,2.47
"Cascade, Montana",30013,Cascade,Montana,0,2.0,2.46
"Izard, Arkansas",05065,Izard,Arkansas,0,0.33,2.45
"Decatur, Tennessee",47039,Decatur,Tennessee,0,0.29,2.45
"Hughes, South Dakota",46065,Hughes,South Dakota,0,0.43,2.45
"Walthall, Mississippi",28147,Walthall,Mississippi,0,0.35,2.45
"Washington, Texas",48477,Washington,Texas,0,0.88,2.44
"Choctaw, Mississippi",28019,Choctaw,Mississippi,0,0.2,2.44
"Van Buren, Tennessee",47175,Van Buren,Tennessee,0,0.14,2.43
"Benton, Mississippi",28009,Benton,Mississippi,0,0.2,2.42
"Hamblen, Tennessee",47063,Hamblen,Tennessee,0,1.57,2.42
"Dewey, South Dakota",46041,Dewey,South Dakota,0,0.14,2.42
"Calhoun, Alabama",01015,Calhoun,Alabama,0,2.75,2.42
"Grayson, Kentucky",21085,Grayson,Kentucky,0,0.64,2.41
"Heard, Georgia",13149,Heard,Georgia,0,0.29,2.4
"Lubbock, Texas",48303,Lubbock,Texas,9,7.43,2.39
"Mitchell, Kansas",20123,Mitchell,Kansas,0,0.14,2.39
"Grant, Indiana",18053,Grant,Indiana,0,1.57,2.39
"Platte, Nebraska",31141,Platte,Nebraska,0,0.8,2.39
"Wayne, Indiana",18177,Wayne,Indiana,0,1.57,2.39
"Matagorda, Texas",48321,Matagorda,Texas,0,0.88,2.39
"Lee, Georgia",13177,Lee,Georgia,0,0.71,2.38
"Jefferson, Oklahoma",40067,Jefferson,Oklahoma,0,0.14,2.38
"Sheridan, Nebraska",31161,Sheridan,Nebraska,0,0.13,2.38
"Wichita, Texas",48485,Wichita,Texas,0,3.14,2.38
"Seminole, Oklahoma",40133,Seminole,Oklahoma,0,0.57,2.36
"Morgan, Utah",49029,Morgan,Utah,0,0.29,2.36
"San Patricio, Texas",48409,San Patricio,Texas,1,1.57,2.35
"Jefferson, Iowa",19101,Jefferson,Iowa,0,0.43,2.34
"Wright, Missouri",29229,Wright,Missouri,0,0.43,2.34
"Stone, Mississippi",28131,Stone,Mississippi,0,0.43,2.34
"Coosa, Alabama",01037,Coosa,Alabama,0,0.25,2.34
"Little River, Arkansas",05081,Little River,Arkansas,0,0.29,2.33
"Bear Lake, Idaho",16007,Bear Lake,Idaho,0,0.14,2.33
"Taylor, Iowa",19173,Taylor,Iowa,0,0.14,2.33
"Montgomery, Iowa",19137,Montgomery,Iowa,0,0.23,2.33
"Abbeville, South Carolina",45001,Abbeville,South Carolina,0,0.57,2.33
"Hempstead, Arkansas",05057,Hempstead,Arkansas,0,0.5,2.32
"Terry, Texas",48445,Terry,Texas,0,0.29,2.32
"Amite, Mississippi",28005,Amite,Mississippi,0,0.29,2.32
"Humphreys, Tennessee",47085,Humphreys,Tennessee,0,0.43,2.31
"Barbour, Alabama",01005,Barbour,Alabama,0,0.57,2.31
"Miller, Arkansas",05091,Miller,Arkansas,0,1.0,2.31
"Chattooga, Georgia",13055,Chattooga,Georgia,0,0.57,2.31
"St. Francis, Arkansas",05123,St. Francis,Arkansas,0,0.57,2.29
"Le Flore, Oklahoma",40079,Le Flore,Oklahoma,0,1.14,2.29
"Stone, Arkansas",05137,Stone,Arkansas,0,0.29,2.28
"Presque Isle, Michigan",26141,Presque Isle,Michigan,0,0.29,2.27
"Holmes, Ohio",39075,Holmes,Ohio,0,1.0,2.27
"Millard, Utah",49027,Millard,Utah,0,0.3,2.27
"Garland, Arkansas",05051,Garland,Arkansas,2,2.25,2.26
"Woodruff, Arkansas",05147,Woodruff,Arkansas,0,0.14,2.26
"Haskell, Oklahoma",40061,Haskell,Oklahoma,0,0.29,2.26
"Coahoma, Mississippi",28027,Coahoma,Mississippi,0,0.5,2.26
"Hart, Kentucky",21099,Hart,Kentucky,0,0.43,2.25
"Perry, Alabama",01105,Perry,Alabama,0,0.2,2.24
"Brantley, Georgia",13025,Brantley,Georgia,0,0.43,2.24
"Spink, South Dakota",46115,Spink,South Dakota,0,0.14,2.24
"Edwards, Illinois",17047,Edwards,Illinois,0,0.14,2.23
"Pope, Arkansas",05115,Pope,Arkansas,1,1.43,2.23
"Lake, South Dakota",46079,Lake,South Dakota,0,0.29,2.23
"Washington, Oklahoma",40147,Washington,Oklahoma,0,1.14,2.22
"Acadia, Louisiana",22001,Acadia,Louisiana,0,1.38,2.22
"Burt, Nebraska",31021,Burt,Nebraska,0,0.14,2.21
"Brown, Indiana",18013,Brown,Indiana,0,0.33,2.21
"Robertson, Texas",48395,Robertson,Texas,0,0.38,2.2
"Wood, Texas",48499,Wood,Texas,2,1.0,2.2
"Chesterfield, South Carolina",45025,Chesterfield,South Carolina,0,1.0,2.19
"Dawson, Georgia",13085,Dawson,Georgia,0,0.57,2.19
"Potter, Texas",48375,Potter,Texas,0,2.57,2.19
"Henry, Alabama",01067,Henry,Alabama,0,0.38,2.18
"DeKalb, Alabama",01049,DeKalb,Alabama,0,1.56,2.18
"Hockley, Texas",48219,Hockley,Texas,0,0.5,2.17
"Moody, South Dakota",46101,Moody,South Dakota,0,0.14,2.17
"Musselshell, Montana",30065,Musselshell,Montana,0,0.1,2.16
"Oktibbeha, Mississippi",28105,Oktibbeha,Mississippi,0,1.07,2.16
"Hancock, Tennessee",47067,Hancock,Tennessee,0,0.14,2.16
"Clinch, Georgia",13065,Clinch,Georgia,0,0.14,2.16
"Vermilion, Louisiana",22113,Vermilion,Louisiana,0,1.29,2.16
"Pocahontas, Iowa",19151,Pocahontas,Iowa,0,0.14,2.16
"Lincoln, Wyoming",56023,Lincoln,Wyoming,0,0.43,2.16
"Leon, Texas",48289,Leon,Texas,0,0.38,2.15
"Covington, Mississippi",28031,Covington,Mississippi,0,0.4,2.15
"Pickens, Alabama",01107,Pickens,Alabama,0,0.43,2.15
"Jackson, Kentucky",21109,Jackson,Kentucky,0,0.29,2.14
"Adams, Washington",53001,Adams,Washington,0,0.43,2.14
"Carroll, Georgia",13045,Carroll,Georgia,0,2.57,2.14
"Assumption, Louisiana",22007,Assumption,Louisiana,0,0.47,2.13
"Gonzales, Texas",48177,Gonzales,Texas,1,0.44,2.13
"Latimer, Oklahoma",40077,Latimer,Oklahoma,0,0.21,2.13
"Phillips, Kansas",20147,Phillips,Kansas,0,0.11,2.12
"Pershing, Nevada",32027,Pershing,Nevada,0,0.14,2.12
"Dixie, Florida",12029,Dixie,Florida,0,0.36,2.12
"Carson, Texas",48065,Carson,Texas,0,0.13,2.11
"Greene, Mississippi",28041,Greene,Mississippi,0,0.29,2.1
"Trigg, Kentucky",21221,Trigg,Kentucky,0,0.31,2.1
"Saluda, South Carolina",45081,Saluda,South Carolina,0,0.43,2.09
"Benson, North Dakota",38005,Benson,North Dakota,0,0.14,2.09
"Yoakum, Texas",48501,Yoakum,Texas,0,0.18,2.09
"East Carroll, Louisiana",22035,East Carroll,Louisiana,0,0.14,2.08
"Woodbury, Iowa",19193,Woodbury,Iowa,0,2.14,2.08
"Dakota, Nebraska",31043,Dakota,Nebraska,0,0.42,2.08
"Treutlen, Georgia",13283,Treutlen,Georgia,0,0.14,2.07
"Bon Homme, South Dakota",46009,Bon Homme,South Dakota,0,0.14,2.07
"Yuma, Arizona",04027,Yuma,Arizona,0,4.43,2.07
"Converse, Wyoming",56009,Converse,Wyoming,0,0.29,2.07
"Lowndes, Mississippi",28087,Lowndes,Mississippi,0,1.21,2.07
"Tallahatchie, Mississippi",28135,Tallahatchie,Mississippi,0,0.29,2.07
"Weston, Wyoming",56045,Weston,Wyoming,0,0.14,2.06
"San Saba, Texas",48411,San Saba,Texas,0,0.13,2.06
"Noxubee, Mississippi",28103,Noxubee,Mississippi,0,0.21,2.06
"Ector, Texas",48135,Ector,Texas,1,3.43,2.06
"Wabaunsee, Kansas",20197,Wabaunsee,Kansas,0,0.14,2.06
"Winn, Louisiana",22127,Winn,Louisiana,0,0.29,2.05
"Silver Bow, Montana",30093,Silver Bow,Montana,0,0.71,2.05
"Lake, Tennessee",47095,Lake,Tennessee,0,0.14,2.04
"Wapello, Iowa",19179,Wapello,Iowa,0,0.71,2.04
"Castro, Texas",48069,Castro,Texas,0,0.15,2.04
"Marion, Mississippi",28091,Marion,Mississippi,0,0.5,2.03
"Madison, Louisiana",22065,Madison,Louisiana,0,0.22,2.03
"Webster, Louisiana",22119,Webster,Louisiana,0,0.78,2.03
"Hunt, Texas",48231,Hunt,Texas,3,2.0,2.03
"Estill, Kentucky",21065,Estill,Kentucky,0,0.29,2.03
"Carroll, Kentucky",21041,Carroll,Kentucky,0,0.21,2.02
"Coffee, Tennessee",47031,Coffee,Tennessee,0,1.14,2.02
"Wells, Indiana",18179,Wells,Indiana,0,0.57,2.02
"Dodge, Georgia",13091,Dodge,Georgia,0,0.42,2.02
"Van Buren, Arkansas",05141,Van Buren,Arkansas,0,0.33,2.01
"McDuffie, Georgia",13189,McDuffie,Georgia,0,0.43,2.01
"Wolfe, Kentucky",21237,Wolfe,Kentucky,0,0.14,2.0
"Pike, Arkansas",05109,Pike,Arkansas,0,0.21,2.0
"Pierce, Nebraska",31139,Pierce,Nebraska,0,0.14,2.0
"Seward, Kansas",20175,Seward,Kansas,0,0.43,2.0
"Adair, Iowa",19001,Adair,Iowa,0,0.14,2.0
"Winston, Mississippi",28159,Winston,Mississippi,0,0.36,1.99
"Somervell, Texas",48425,Somervell,Texas,0,0.18,1.99
"West Carroll, Louisiana",22123,West Carroll,Louisiana,0,0.21,1.98
"Merrick, Nebraska",31121,Merrick,Nebraska,0,0.15,1.98
"Chouteau, Montana",30015,Chouteau,Montana,0,0.11,1.97
"Owen, Kentucky",21187,Owen,Kentucky,0,0.21,1.97
"Texas, Missouri",29215,Texas,Missouri,0,0.5,1.97
"Garrett, Maryland",24023,Garrett,Maryland,0,0.57,1.97
"Hardeman, Texas",48197,Hardeman,Texas,0,0.08,1.96
"Hardin, Texas",48199,Hardin,Texas,3,1.13,1.95
"Miller, Georgia",13201,Miller,Georgia,0,0.11,1.94
"Swisher, Texas",48437,Swisher,Texas,0,0.14,1.93
"Johnston, Oklahoma",40069,Johnston,Oklahoma,0,0.21,1.93
"Lawrence, Alabama",01079,Lawrence,Alabama,0,0.64,1.93
"Carbon, Wyoming",56007,Carbon,Wyoming,0,0.29,1.93
"Sevier, Utah",49041,Sevier,Utah,0,0.42,1.93
"Butler, Alabama",01013,Butler,Alabama,0,0.38,1.93
"Hamilton, Iowa",19079,Hamilton,Iowa,0,0.29,1.93
"Ohio, Kentucky",21183,Ohio,Kentucky,0,0.46,1.92
"Crisp, Georgia",13081,Crisp,Georgia,0,0.43,1.92
"Simpson, Kentucky",21213,Simpson,Kentucky,0,0.36,1.92
"Mitchell, North Carolina",37121,Mitchell,North Carolina,0,0.29,1.91
"Jefferson, Idaho",16051,Jefferson,Idaho,0,0.57,1.91
"McKenzie, North Dakota",38053,McKenzie,North Dakota,0,0.29,1.9
"Union, Indiana",18161,Union,Indiana,0,0.13,1.89
"Emanuel, Georgia",13107,Emanuel,Georgia,0,0.43,1.89
"Habersham, Georgia",13137,Habersham,Georgia,0,0.86,1.89
"Crook, Wyoming",56011,Crook,Wyoming,0,0.14,1.88
"Clay, Tennessee",47027,Clay,Tennessee,0,0.14,1.88
"Dawson, Nebraska",31047,Dawson,Nebraska,0,0.44,1.88
"Colquitt, Georgia",13071,Colquitt,Georgia,0,0.86,1.88
"Ripley, Missouri",29181,Ripley,Missouri,0,0.25,1.88
"Randall, Texas",48381,Randall,Texas,0,2.57,1.87
"St. Martin, Louisiana",22099,St. Martin,Louisiana,0,1.0,1.87
"Tallapoosa, Alabama",01123,Tallapoosa,Alabama,0,0.75,1.86
"Union, Oregon",41061,Union,Oregon,0,0.5,1.86
"Jefferson, Georgia",13163,Jefferson,Georgia,0,0.29,1.86
"Carter, Missouri",29035,Carter,Missouri,0,0.11,1.86
"Sanpete, Utah",49039,Sanpete,Utah,0,0.57,1.85
"Brooks, Georgia",13027,Brooks,Georgia,0,0.29,1.85
"Towns, Georgia",13281,Towns,Georgia,0,0.22,1.85
"Richland, Illinois",17159,Richland,Illinois,0,0.29,1.84
"Saline, Kansas",20169,Saline,Kansas,0,1.0,1.84
"Monroe, Tennessee",47123,Monroe,Tennessee,0,0.86,1.84
"Tishomingo, Mississippi",28141,Tishomingo,Mississippi,0,0.36,1.84
"Lee, Virginia",51105,Lee,Virginia,0,0.43,1.83
"Washakie, Wyoming",56043,Washakie,Wyoming,0,0.14,1.83
"Jackson, Tennessee",47087,Jackson,Tennessee,0,0.21,1.82
"Massac, Illinois",17127,Massac,Illinois,0,0.25,1.82
"Wheeler, Georgia",13309,Wheeler,Georgia,0,0.14,1.82
"Santa Cruz, Arizona",04023,Santa Cruz,Arizona,0,0.85,1.82
"Webster, Missouri",29225,Webster,Missouri,0,0.71,1.8
"Dallas, Alabama",01047,Dallas,Alabama,0,0.67,1.79
"Winkler, Texas",48495,Winkler,Texas,0,0.14,1.78
"Grayson, Texas",48181,Grayson,Texas,3,2.43,1.78
"Smith, Tennessee",47159,Smith,Tennessee,0,0.36,1.77
"Corson, South Dakota",46031,Corson,South Dakota,0,0.07,1.75
"Grady, Georgia",13131,Grady,Georgia,0,0.43,1.74
"Alcorn, Mississippi",28003,Alcorn,Mississippi,0,0.64,1.74
"Pawnee, Oklahoma",40117,Pawnee,Oklahoma,0,0.29,1.74
"Warren, Tennessee",47177,Warren,Tennessee,0,0.71,1.73
"Rhea, Tennessee",47143,Rhea,Tennessee,0,0.57,1.72
"Hale, Texas",48189,Hale,Texas,1,0.57,1.71
"Hardeman, Tennessee",47069,Hardeman,Tennessee,0,0.43,1.71
"Rockcastle, Kentucky",21203,Rockcastle,Kentucky,0,0.29,1.71
"Gregory, South Dakota",46053,Gregory,South Dakota,0,0.07,1.71
"Marion, Georgia",13197,Marion,Georgia,0,0.14,1.71
"Turner, South Dakota",46125,Turner,South Dakota,0,0.14,1.7
"Lumpkin, Georgia",13187,Lumpkin,Georgia,0,0.57,1.7
"Plymouth, Iowa",19149,Plymouth,Iowa,0,0.43,1.7
"Freestone, Texas",48161,Freestone,Texas,0,0.33,1.69
"Jackson, Texas",48239,Jackson,Texas,0,0.25,1.69
"Drew, Arkansas",05043,Drew,Arkansas,0,0.31,1.69
"Red River, Louisiana",22081,Red River,Louisiana,0,0.14,1.69
"Yazoo, Mississippi",28163,Yazoo,Mississippi,0,0.5,1.68
"Lafayette, Arkansas",05073,Lafayette,Arkansas,0,0.11,1.68
"Harrison, Texas",48203,Harrison,Texas,2,1.11,1.67
"Lincoln, Mississippi",28085,Lincoln,Mississippi,0,0.57,1.67
"Madison, Georgia",13195,Madison,Georgia,0,0.5,1.67
"Terrell, Georgia",13273,Terrell,Georgia,0,0.14,1.67
"Stephens, Oklahoma",40137,Stephens,Oklahoma,0,0.71,1.66
